id,Time (ns),"Sensor 1 WE , (V)","Sensor 1 AE, (V)","Sensor 2 WE, (V)","Sensor 2 AE, (V)","Sensor 3 WE, (V) ","Sensor 3 AE, (V)","Sensor 4 WE, (V) ","Sensor 4 AE, (V)",
0,643.5,0.068510176,0.033118662,1.868554864,0.929606806,4.961506334,2.839980485,5.726095655,2.839980485,
1,646.8,0.068573308,0.033173686,1.987659047,0.95884853,5.132480099,3.181766814,5.837752691,3.181766814,
0,648,0.068628605,0.033219321,2.171207683,1.258870781,5.303709665,3.156027407,6.30479093,3.156027407,
1,650.2,0.068684721,0.03326647,2.673659875,1.555739948,5.054908333,3.253020108,6.149286936,3.253020108,
0,650.4,0.068743155,0.033307897,2.253398175,1.31022329,5.141718622,2.898096019,6.002427347,2.898096019,
1,652.8,0.068790583,0.033340431,2.656977615,1.426190849,4.972568376,2.815930862,5.48934811,2.815930862,
0,655,0.06887697,0.033346614,2.40865446,0.865605555,4.496192998,2.833783294,5.587777593,2.833783294,
1,655.5,0.068893004,0.033348395,2.848092008,1.504322956,4.703901682,2.707452045,5.782689591,2.707452045,
0,660.3,0.068935784,0.033382218,3.097524102,1.591081831,4.789144328,2.672886936,5.52347332,2.672886936,
1,660.6,0.068985906,0.033387182,2.411487133,0.896220398,5.343935268,3.104387035,6.165097854,3.104387035,
0,660.8,0.069053476,0.033420243,2.724961684,1.127948791,4.739129333,2.528279066,5.306723159,2.528279066,
1,661.2,0.069144237,0.033426907,2.009159004,0.86402221,4.985689364,2.684342224,5.532186237,2.684342224,
0,662.6,0.069198151,0.033472256,2.743806838,1.139925477,4.845132444,3.002832784,6.07108721,3.002832784,
1,664.8,0.069236898,0.033500249,3.101272267,1.524263442,4.79816613,2.485953642,5.560553408,2.485953642,
0,665.9,0.069304554,0.033515042,2.381510109,1.121145981,4.459281538,2.532106841,5.721725758,2.532106841,
1,666.6,0.06932888,0.033536043,2.46919099,0.856109842,4.591199209,2.598039817,5.214374119,2.598039817,
0,666.9,0.069435704,0.033597517,1.917722291,0.870098793,4.324669956,2.595661028,5.674230728,2.595661028,
1,668.6,0.069470381,0.033603692,2.71196841,1.094813488,5.111156351,3.04045025,5.963610608,3.04045025,
0,670,0.069496351,0.033617064,2.401446402,1.308071473,4.440159837,2.600192203,5.338258071,2.600192203,
1,672.5,0.069577308,0.033690072,2.603546618,1.054180453,4.698109357,2.5819896,5.121630485,2.5819896,
0,673.4,0.069616125,0.033707608,2.239075624,1.215341356,4.540287625,2.65700309,5.716325253,2.65700309,
1,673.5,0.069641477,0.033725005,2.675269871,1.078565606,4.646215746,2.908112023,5.950702301,2.908112023,
0,678,0.0696629,0.03373015,2.32696777,1.130354525,4.331462679,2.495855411,5.392403203,2.495855411,
1,678,0.069711462,0.033743789,2.948942586,1.50234162,5.114073629,3.271507863,6.442242579,3.271507863,
0,682.5,0.06972063,0.033750324,2.820485764,1.204714942,5.004246417,3.152425142,6.386332888,3.152425142,
1,683.2,0.069726449,0.033754121,2.45789953,1.324871594,5.316795632,3.027547091,5.815239732,3.027547091,
0,684.9,0.069740126,0.033765391,2.668749469,1.080478648,4.88729285,2.935676534,5.513743861,2.935676534,
1,686.2,0.069790279,0.033808453,3.266561631,1.636937591,5.62384795,3.157010184,6.276411505,3.157010184,
0,686.4,0.069797002,0.033814409,2.528188172,1.380544084,4.835757475,2.571116732,5.549619429,2.571116732,
1,686.6,0.069869248,0.033835078,2.339837697,0.91950293,5.180908389,2.808621662,5.777062494,2.808621662,
0,687.6,0.069891784,0.033856606,2.505675811,1.065851938,5.516219875,3.292638083,5.938990995,3.292638083,
1,689,0.069960744,0.033885389,2.47630157,1.566978307,4.421023363,2.661600068,5.240630814,2.661600068,
0,693,0.070002022,0.033887079,2.872916817,1.645685,5.012517362,2.86934549,5.794570732,2.86934549,
1,693,0.070003933,0.033887101,2.828720236,1.32712478,5.056053691,3.188927257,6.006153632,3.188927257,
0,693,0.070037008,0.033896323,2.780490416,1.310084795,5.45174659,2.999920676,6.212416295,2.999920676,
1,694.4,0.07006273,0.033901758,2.315098758,0.909363661,4.900412373,3.212091979,6.390090139,3.212091979,
0,696,0.070120573,0.033907725,2.900305555,1.36743579,5.037392626,3.088709166,5.56887359,3.088709166,
1,696.5,0.070164288,0.033926314,2.847322064,1.315075869,5.423706667,3.137933499,5.991669367,3.137933499,
0,697.2,0.070195457,0.033948168,2.506777709,1.095822434,4.942206994,2.781558275,5.895040889,2.781558275,
1,697.5,0.070216368,0.03396353,2.883849377,1.407061157,4.819782701,2.918828893,5.526978283,2.918828893,
0,697.6,0.070270699,0.033988187,2.171798551,1.163236972,4.616208519,2.795937969,5.303519076,2.795937969,
1,699.4,0.07030774,0.034012247,2.647214938,1.01279397,4.499642194,2.727657856,5.428752563,2.727657856,
0,700.8,0.070404332,0.034031157,2.23886678,0.879588901,5.198629574,3.271626613,6.099768247,3.271626613,
1,700.9,0.070465927,0.034040139,2.26904736,1.081723276,5.442186376,3.229116713,5.726296492,3.229116713,
0,702.1,0.070477269,0.034045854,2.42189434,1.225207845,4.532135446,2.486568892,5.688283034,2.486568892,
1,703.8,0.070601526,0.034067499,2.052539311,1.02670312,5.058816492,2.956683792,5.462217051,2.956683792,
0,705.2,0.07066673,0.034095617,2.524261416,1.035593035,4.75505051,2.859899486,5.80307944,2.859899486,
1,705.6,0.070732069,0.034107229,2.272543168,1.210031605,5.309950481,2.958390947,6.234027292,2.958390947,
0,706.8,0.070786805,0.034115495,2.82429924,1.489703898,4.989453817,2.66384891,5.93030736,2.66384891,
1,707,0.070841588,0.034170052,2.175359058,0.990243891,4.60105615,2.537753385,5.694627272,2.537753385,
0,707.7,0.070864689,0.034189161,2.929565107,1.425051961,4.773307808,2.894488688,5.903255003,2.894488688,
1,707.7,0.070968258,0.034194257,2.508744453,0.932885368,4.429998757,2.717986671,5.921561939,2.717986671,
0,708,0.070980971,0.03419576,2.052225984,0.932270221,5.665928016,3.228957097,5.981856168,3.228957097,
1,708.7,0.070987375,0.034196274,2.772839981,1.519095614,5.069495844,3.27332887,6.37674515,3.27332887,
0,709.8,0.071036134,0.034225353,2.08920651,0.941004005,4.807116495,3.147088651,6.404085034,3.147088651,
1,709.9,0.071112259,0.034238595,2.383958081,1.357151847,4.222848563,2.554195234,5.066291991,2.554195234,
0,710.6,0.071133389,0.034254204,2.062755068,0.841903023,4.831165597,3.089901251,5.916985491,3.089901251,
1,710.8,0.071224851,0.034316375,2.190488351,0.844776922,4.997597218,2.785601305,5.285997492,2.785601305,
0,714,0.071256765,0.034332216,2.231866903,1.303647878,4.615532042,2.917774719,5.892370958,2.917774719,
1,714,0.071270712,0.03433915,2.683810173,1.588568328,5.237798944,3.028615797,6.125633699,3.028615797,
0,714,0.071319277,0.034367846,2.067400495,1.089375667,4.712537377,3.006032575,5.582956591,3.006032575,
1,714.4,0.071367156,0.034375768,2.699431825,1.569974928,4.401135385,2.600138043,5.602967884,2.600138043,
0,720,0.071502437,0.034448165,2.452100588,1.307044973,5.68050252,3.2508967,5.95718812,3.2508967,
1,724,0.071518192,0.03444822,2.191230596,1.326297398,4.839043802,2.961406869,6.058471151,2.961406869,
0,725,0.071552326,0.034475182,1.984698888,1.0187979,4.822889463,2.822211001,5.628272361,2.822211001,
1,725.6,0.071565374,0.034482702,2.633955441,1.387425036,4.876823936,2.955222323,5.896835279,2.955222323,
0,726,0.071601178,0.034489246,2.939237431,1.4877937,5.149881664,2.728817844,5.27993997,2.728817844,
1,726.2,0.071615352,0.034489527,2.103588865,1.205455823,4.991037078,3.10741301,6.181165109,3.10741301,
0,726.2,0.071624679,0.034490512,2.714500649,1.471557528,4.829438157,2.598577677,5.615289515,2.598577677,
1,728,0.071665416,0.034522628,2.469847,1.639109595,4.602575238,2.519531551,5.373869535,2.519531551,
0,728.2,0.071699279,0.034535247,3.243085564,1.6299363,5.103640045,3.217464148,5.765054884,3.217464148,
1,730.8,0.071721692,0.034548786,3.036709982,1.444253841,4.451169076,2.601370536,5.778954732,2.601370536,
0,735.9,0.071729948,0.03455349,2.195668986,1.171320653,5.664252686,3.261464155,5.746757483,3.261464155,
1,736.5,0.071743499,0.034566151,2.691792546,1.590213524,5.568353113,3.147159115,6.199077497,3.147159115,
0,736.6,0.071801527,0.034604813,2.622439518,1.499878811,4.563738465,2.577109607,5.774642989,2.577109607,
1,740,0.071862333,0.034649135,2.662502601,1.573379001,4.25964694,2.59292861,5.408323401,2.59292861,
0,745.5,0.071964757,0.034699424,1.94855019,1.08189279,4.732916834,2.934163488,5.813512018,2.934163488,
1,749.8,0.071979666,0.034709435,2.502797323,1.420492289,4.402358712,2.500750985,5.582234534,2.500750985,
0,750.3,0.071998061,0.034722387,1.957720308,1.061344367,5.121657683,2.751927473,5.423892434,2.751927473,
1,750.4,0.072045464,0.034742841,2.276266533,1.088450459,4.7660806,3.035422303,5.834747413,3.035422303,
0,750.6,0.072114818,0.034801684,2.095612877,0.951161151,4.921165491,2.880427447,5.838768606,2.880427447,
1,751,0.072132756,0.034804075,2.866637919,1.276511455,5.271472719,3.199694046,6.408725605,3.199694046,
0,751.5,0.072154398,0.034811693,2.202829123,1.314951694,5.134147866,2.894756198,5.412821005,2.894756198,
1,752.1,0.072183771,0.034818613,2.199605669,1.011817309,4.829749344,3.130521796,5.797666491,3.130521796,
0,752.5,0.072322975,0.03484419,1.903251829,0.952400275,4.467242459,2.710011722,5.777618922,2.710011722,
1,754.2,0.072413716,0.034912218,2.556456339,1.242267423,5.3894906,3.244641403,6.341023938,3.244641403,
0,755,0.072430808,0.034917006,2.509578578,1.247013321,4.95266851,3.229057539,6.471519478,3.229057539,
1,756,0.072502306,0.03493894,2.121413579,0.942505539,5.079307163,2.854943698,5.398633931,2.854943698,
0,756,0.072532498,0.034950983,2.322511308,0.828361488,4.734227383,2.874963409,5.563158322,2.874963409,
1,758.4,0.072555411,0.034968626,2.988928117,1.468145003,4.356619706,2.562148095,5.070255655,2.562148095,
0,760,0.072564947,0.034973723,2.244701236,1.270830377,5.101510165,3.244352806,6.13100392,3.244352806,
1,761.8,0.072583782,0.034983378,2.632107751,1.018811475,5.070195727,2.854924775,5.952294046,2.854924775,
0,762.6,0.072646452,0.035036173,1.99726008,0.829392586,4.87194385,2.846812945,5.601220565,2.846812945,
1,764,0.072831666,0.03517979,2.082680343,1.017086843,4.352894134,2.527754334,5.576314711,2.527754334,
0,764.4,0.072845043,0.035182552,2.361069651,0.950058164,4.627512916,2.75810914,5.665552362,2.75810914,
1,765.6,0.072888572,0.035211384,2.576111582,1.07652688,4.875311982,2.71668754,5.480479521,2.71668754,
0,766.7,0.072911821,0.03521681,2.299031478,1.171795122,5.157586691,2.778495813,5.4733438,2.778495813,
1,768,0.072927763,0.035231844,3.081686252,1.606380988,4.322707706,2.633805142,5.748878862,2.633805142,
0,768.3,0.072931049,0.035232937,2.365958452,0.951966522,4.894075153,2.820679743,5.303928996,2.820679743,
1,768.4,0.072933969,0.035234651,1.992048884,1.002376585,5.10763493,2.753664506,6.001982314,2.753664506,
0,770,0.072965413,0.035238706,2.419721526,1.151426095,4.574442352,2.659561824,5.666824704,2.659561824,
1,770,0.072978142,0.035243831,2.390509739,1.2346319,4.98696039,3.270908929,5.758353447,3.270908929,
0,770.7,0.073097187,0.035336564,3.190730016,1.573806734,5.549991582,3.262416337,6.515886103,3.262416337,
1,773.5,0.073113664,0.035337958,2.647581312,1.573556813,4.984243132,2.624574757,5.112081548,2.624574757,
0,774.4,0.073187213,0.035388972,2.749238463,1.278706029,4.783722955,2.970973097,6.249910685,2.970973097,
1,774.5,0.073227203,0.035392313,1.722388583,0.873983496,5.119780316,2.957014689,6.090180324,2.957014689,
0,775.6,0.073297677,0.035431795,2.370305284,1.130075125,5.660339465,3.257502679,6.241867593,3.257502679,
1,775.7,0.073387573,0.035488614,2.489593364,1.322965709,4.758166959,2.826126334,6.070756329,2.826126334,
0,776.3,0.073393261,0.035488898,2.578872821,1.063676348,5.336147447,2.891595907,5.662255045,2.891595907,
1,779.1,0.073448859,0.035538184,2.174036538,1.317030793,4.509028482,2.589561025,5.418068614,2.589561025,
0,780.6,0.073473722,0.035550567,2.028445502,1.069411821,4.704838368,2.770910936,5.490395532,2.770910936,
1,781.2,0.073503809,0.035562981,2.008612087,1.011335273,4.453719284,2.716034287,5.50771876,2.716034287,
0,781.2,0.073538192,0.035565592,3.137882728,1.521705196,4.646344283,2.935863795,6.071852401,2.935863795,
1,781.6,0.073565823,0.035565676,2.778022076,1.544994907,5.184386169,3.036837673,5.858716523,3.036837673,
0,783,0.073674474,0.03567072,2.695216116,1.488420887,4.729353837,2.493501585,5.503685495,2.493501585,
1,783.4,0.073731639,0.035715368,2.454676855,1.570185506,5.180832905,3.00043605,5.58040107,3.00043605,
0,785.4,0.073760261,0.035736652,1.985118813,1.010869622,4.96867208,2.555260496,5.113975945,2.555260496,
1,785.4,0.073823833,0.035773359,2.385176542,0.853060372,4.934696936,3.097227197,6.0996033,3.097227197,
0,786.8,0.073862158,0.035806097,2.511718169,1.093882899,5.079094001,2.663531953,5.209008277,2.663531953,
1,788.8,0.073974278,0.035898724,3.062821667,1.52854071,4.98478093,3.28240483,6.535797322,3.28240483,
0,789.6,0.074021054,0.035909575,2.441236139,1.616063286,5.233865782,3.21725265,6.21138869,3.21725265,
1,792,0.074037874,0.035921643,2.675270382,1.625719845,4.508907033,2.697686733,5.657131023,2.697686733,
0,792,0.074040294,0.035923866,2.81177848,1.307550565,4.668401588,2.800198644,5.404416347,2.800198644,
1,793.8,0.074061197,0.035944339,2.060297921,0.912353343,4.750219021,2.734151187,5.577682097,2.734151187,
0,793.8,0.074235893,0.035983963,2.424118993,1.551388432,5.418890472,2.966757564,6.099371155,2.966757564,
1,795.4,0.074264369,0.036003453,2.374141681,1.024675154,5.078121812,2.808672745,5.728110174,2.808672745,
0,796.2,0.074361883,0.036069804,2.080600524,1.160466934,5.36396221,3.285209821,6.511625735,3.285209821,
1,796.8,0.07443807,0.036142101,1.808293583,0.926265494,5.220193773,2.818884369,5.326752798,2.818884369,
0,798.3,0.074463369,0.036166065,2.57237362,1.371343393,4.754213827,3.10297664,5.877531233,3.10297664,
1,798.4,0.074560765,0.036261998,2.059713172,0.996453633,5.620951652,3.147343989,6.287579797,3.147343989,
0,798.4,0.074677307,0.036271554,2.478018636,1.142275191,4.689318999,2.588392255,5.696855535,2.588392255,
1,798.9,0.074690341,0.036279237,2.745311796,1.376312976,4.976623901,2.871018028,5.910240985,2.871018028,
0,800.8,0.074742848,0.036318929,2.503701604,0.883408962,4.956125011,3.224091993,5.793104058,3.224091993,
1,801.4,0.074800769,0.036334204,2.148389387,1.283374212,4.983326125,3.032282615,5.7900594,3.032282615,
0,802,0.074843399,0.036342509,2.299995972,1.266229711,5.350668688,3.213701063,6.122114693,3.213701063,
1,806.6,0.074911744,0.036397314,2.621166563,1.429836801,4.775789009,2.910211933,5.784595426,2.910211933,
0,809.2,0.074938432,0.036414318,2.623316043,1.264357792,4.768821653,2.60756895,5.413723442,2.60756895,
1,811.8,0.075008585,0.036417739,1.787682078,0.922436323,4.857495646,2.7893455,5.640382104,2.7893455,
0,812,0.075051512,0.036450445,2.248899108,1.371898513,5.052733115,3.053302385,5.949234272,3.053302385,
1,813.2,0.075078078,0.036467125,2.160370233,1.022849363,4.478709081,2.480597131,5.300297785,2.480597131,
0,816,0.075117339,0.036502189,2.422460645,1.438011412,4.662545883,2.926361173,5.859812275,2.926361173,
1,816.5,0.075181842,0.036514213,2.078773296,1.061343358,4.634802123,2.92527277,6.099957721,2.92527277,
0,817,0.075248952,0.036564523,2.165031946,0.999883408,4.912080274,2.947078977,6.221258855,2.947078977,
1,818.1,0.075267977,0.036580973,3.020301592,1.430352316,4.687647577,2.636047145,5.687188415,2.636047145,
0,819,0.075295914,0.036604304,1.9820672,1.061900946,4.97628579,3.040146442,6.123842373,3.040146442,
1,819.4,0.075307791,0.036605394,3.137748913,1.522802553,4.463383625,2.784601631,5.481262367,2.784601631,
0,822,0.075321674,0.036611952,2.327394595,1.17085048,4.63843212,2.539293252,5.121514301,2.539293252,
1,822.6,0.075360092,0.036647672,2.549203352,1.487196272,5.266313536,3.213338762,6.244017902,3.213338762,
0,825.2,0.075502714,0.036676452,2.879323832,1.621014697,5.364169827,2.931121676,5.497070644,2.931121676,
1,826.8,0.075543517,0.03669784,1.90775218,1.056866159,5.125659531,2.791478193,5.981942857,2.791478193,
0,829.4,0.075616889,0.036768766,2.842903828,1.261433633,5.212915166,2.783907143,5.990257276,2.783907143,
1,831.6,0.075677534,0.036769756,2.467753278,1.349751759,4.275078694,2.511785282,5.076034399,2.511785282,
0,832.8,0.075683947,0.036774863,2.540039721,0.919095852,5.328887115,3.169674025,5.982536187,3.169674025,
1,833,0.075736156,0.036813522,3.070213807,1.427956592,5.135695723,2.693556268,5.258762452,2.693556268,
0,835.2,0.0759138,0.036985136,3.120081872,1.605043504,4.913012328,2.646929933,5.677288851,2.646929933,
1,836.7,0.075965101,0.036996665,1.717473861,0.845544409,4.597368705,2.836815975,6.022883146,2.836815975,
0,837,0.076003155,0.037020378,2.68635316,1.426314605,5.268078775,3.046730791,5.526731583,3.046730791,
1,837,0.076028593,0.037026754,2.492372142,1.195942814,5.484684761,3.200210246,5.9484836,3.200210246,
0,837.6,0.076130535,0.037093584,2.744314038,1.397572721,4.43948218,2.604454251,5.219390736,2.604454251,
1,842.4,0.076155905,0.03709873,2.398817553,0.901935633,4.491703828,2.703143576,5.643370488,2.703143576,
0,842.8,0.076227543,0.037156915,2.763968176,1.41425872,5.562109251,3.122885119,6.106772063,3.122885119,
1,845.6,0.076274238,0.037181929,2.0867897,1.084483559,4.588510117,2.836999123,5.35215857,2.836999123,
0,847,0.076296763,0.037191992,2.035892486,1.089017349,4.921282558,3.073880515,5.819463729,3.073880515,
1,848,0.076381383,0.037220226,2.256875588,0.960781337,5.022015746,3.204374244,6.242965313,3.204374244,
0,850.3,0.076453044,0.037284076,2.539265237,1.292962333,4.317164386,2.483775874,5.494641219,2.483775874,
1,851.4,0.076458329,0.037287374,2.501120559,1.482519143,5.285952827,2.894884437,6.137948959,2.894884437,
0,853.9,0.076488752,0.037301165,1.984012508,0.942514911,4.507444765,2.509472163,5.298621044,2.509472163,
1,854.1,0.076592047,0.037387284,2.347008576,0.939481469,4.788825796,2.624152547,5.405007491,2.624152547,
0,854.4,0.076633603,0.037411851,2.117323501,1.050572517,4.280847627,2.516902591,5.690095576,2.516902591,
1,855,0.076687329,0.037463639,2.364933689,1.2197279,4.314431329,2.652801935,5.149522295,2.652801935,
0,855.6,0.076721839,0.037481182,2.130671189,1.013308354,4.95642593,3.209908425,6.075262396,3.209908425,
1,858,0.076781868,0.037529663,1.898829873,1.024903928,5.096240208,2.922994584,5.764387626,2.922994584,
0,859.6,0.076845508,0.03755241,2.394609359,1.423174114,4.462663796,2.700971076,5.347687193,2.700971076,
1,859.9,0.076857817,0.037557171,2.379782416,1.412443925,5.000974283,2.923568408,6.055211439,2.923568408,
0,860,0.076913833,0.037591443,1.848960942,0.856968379,5.474511422,3.226636787,6.138831562,3.226636787,
1,861.3,0.076984956,0.037603577,1.832490912,0.843321091,5.540687871,3.241428509,6.364454099,3.241428509,
0,862.7,0.077030541,0.037623642,2.350450718,1.218231736,5.500328312,3.24304846,5.954059672,3.24304846,
1,863.4,0.077047886,0.037639513,2.332071774,1.037517945,4.941146515,3.067006179,6.074536135,3.067006179,
0,863.7,0.077063614,0.037645242,2.71991099,1.529656029,4.915314516,3.037343565,6.042395604,3.037343565,
1,864,0.077109318,0.037663282,2.261202021,1.161795461,5.449138133,3.226567021,6.312762413,3.226567021,
0,866,0.0771807,0.037700918,1.851139671,1.022929613,4.402075181,2.735810734,5.487815731,2.735810734,
1,866.4,0.077227881,0.037741697,2.814656646,1.267036574,4.892797142,2.491040829,5.247043925,2.491040829,
0,871.2,0.077265183,0.037777083,2.327374844,0.913237834,5.206668386,2.756792349,5.834371699,2.756792349,
1,871.2,0.07735011,0.037822883,3.111784818,1.57756189,5.043807912,2.738118294,5.487717116,2.738118294,
0,871.5,0.077390319,0.037853744,2.905966524,1.56756553,5.28077271,2.922715481,6.204099732,2.922715481,
1,872.9,0.077439888,0.037870342,2.140091354,1.248112487,5.145393026,2.995021907,5.714471478,2.995021907,
0,873,0.077486009,0.037886714,2.932138075,1.461927192,4.5531433,2.640641851,5.484242912,2.640641851,
1,873,0.077544663,0.037908905,2.23507563,1.337714821,4.901750738,2.567492617,5.607669185,2.567492617,
0,875.8,0.077550519,0.037914533,2.191730194,1.141318386,5.085263817,3.059948729,6.146705051,3.059948729,
1,878,0.077589263,0.037934943,2.438286895,1.003932807,4.958579939,2.739306684,5.428293267,2.739306684,
0,879.2,0.077619978,0.037949869,2.674923419,1.313355233,4.629743808,2.545274487,5.216675231,2.545274487,
1,880.2,0.077747585,0.037956686,2.104308041,1.180255247,5.603598982,3.213590345,6.323098307,3.213590345,
0,884.4,0.077796248,0.037958928,2.430555259,1.196630128,4.854725394,2.858631043,6.145769038,2.858631043,
1,885.5,0.077814145,0.03796517,2.345647597,0.897659856,4.722436211,2.770580762,5.309820433,2.770580762,
0,887.4,0.077886799,0.037983904,2.742558164,1.296921386,4.89755089,2.917359341,6.217033964,2.917359341,
1,887.4,0.077931556,0.038022998,2.413661598,1.270802018,4.914037336,2.514470124,5.582882891,2.514470124,
0,890.4,0.077940093,0.038026875,1.838455366,0.887123621,4.623184837,2.87553607,5.725415721,2.87553607,
1,892.8,0.077957934,0.038034003,2.871522052,1.323664226,4.776931702,2.53999131,5.51749259,2.53999131,
0,894,0.077979481,0.038046263,2.760888546,1.639960572,4.776136439,2.856401598,5.383128926,2.856401598,
1,895.5,0.078038447,0.038091834,2.298963067,1.069034801,5.208803417,3.016130575,5.984584647,3.016130575,
0,896.4,0.078067892,0.038116515,2.565173261,0.915581175,5.141632534,2.680583478,5.849320939,2.680583478,
1,897.3,0.078082895,0.038120174,2.467666671,1.107723911,4.867186426,2.511024795,5.254062991,2.511024795,
0,897.7,0.078106934,0.038139566,2.291121844,1.040779458,5.412904213,3.169842217,5.722177853,3.169842217,
1,898.4,0.078181533,0.038208264,3.061893024,1.471429553,5.60926906,3.196235244,6.208896519,3.196235244,
0,899,0.078201121,0.038223756,2.324311212,0.882891923,5.538417802,3.115671354,5.795393932,3.115671354,
1,900,0.078222827,0.03822891,2.005742705,0.925702873,5.166483808,3.013479555,5.945180425,3.013479555,
0,900,0.078280282,0.038239262,2.077105306,1.191435506,5.006662193,3.042663015,6.246471294,3.042663015,
1,901.5,0.078374645,0.03832989,2.162511158,1.178167446,5.15678569,2.985982357,5.824748162,2.985982357,
0,902.4,0.078522485,0.038368774,2.524082607,1.496471098,5.015467776,2.742640768,5.461492882,2.742640768,
1,903.7,0.078564602,0.038398881,2.666116156,1.143498896,4.192017888,2.489039808,5.401437565,2.489039808,
0,904.2,0.078618189,0.03843414,2.670076638,1.428007119,5.090341002,2.872828084,5.660298282,2.872828084,
1,904.8,0.07867637,0.0384869,3.084890673,1.593425836,5.380220127,3.141647322,5.811304065,3.141647322,
0,904.8,0.078706158,0.03849033,1.701842952,0.835487576,5.27652726,3.133411413,6.075233282,3.133411413,
1,905.2,0.078769026,0.038541466,2.95197218,1.410018825,4.386726628,2.567717958,5.526711579,2.567717958,
0,907.1,0.078793915,0.038560531,2.468326835,1.366839927,4.560930119,2.532333538,5.27801537,2.532333538,
1,907.2,0.078807502,0.038572866,2.843953665,1.544992524,5.460832746,3.018795495,6.256554314,3.018795495,
0,910,0.078957249,0.038700709,2.163702008,1.251519435,4.348655598,2.661790907,5.707054415,2.661790907,
1,910.8,0.078981235,0.038711633,1.747853612,0.902713057,5.590725882,3.194928648,5.743946979,3.194928648,
0,910.8,0.079067872,0.038732067,2.024916367,0.990100876,4.46991693,2.529600014,5.447393657,2.529600014,
1,913,0.079110022,0.038743575,2.542116963,1.057567503,4.741448524,2.706447996,5.209709585,2.706447996,
0,913.5,0.079143118,0.038744282,2.663505813,1.500213884,4.543324996,2.762100122,5.71914027,2.762100122,
1,914.4,0.079172659,0.038764441,2.211434053,0.907724607,4.868100413,2.992237796,5.681357323,2.992237796,
0,915.2,0.079378316,0.038931182,2.00715142,0.976454198,4.171440528,2.505808601,5.206623475,2.505808601,
1,916,0.079396084,0.038939471,2.593765417,1.28428712,4.837559706,3.00517533,5.925478455,3.00517533,
0,917.4,0.079450721,0.038950334,2.863589194,1.624695112,5.406266113,3.162452886,6.350309069,3.162452886,
1,917.7,0.079473257,0.038967257,2.274798942,1.114836076,4.43851452,2.618878543,5.138585819,2.618878543,
0,918.2,0.079507245,0.038976676,2.193550144,0.951218045,4.569993529,2.524994841,5.51340876,2.524994841,
1,918.4,0.079585447,0.039023221,2.446887109,0.83596736,4.997323461,3.110454407,5.855745179,3.110454407,
0,919.2,0.079606523,0.039043745,2.523321332,1.17356605,4.519784561,2.572501219,5.292351408,2.572501219,
1,920,0.079636651,0.039067926,2.251298995,0.872654716,4.880386591,2.925418791,6.049719769,2.925418791,
0,921.3,0.079641547,0.039068502,2.647363876,1.324447424,5.031676074,2.765639059,5.491623065,2.765639059,
1,921.6,0.079685748,0.039098051,2.748390794,1.266667253,4.89270292,2.847190385,5.898193424,2.847190385,
0,921.9,0.079718346,0.039110046,2.114324384,0.846168796,5.178052089,3.079889631,5.698526024,3.079889631,
1,923.7,0.079814798,0.039122956,2.650233052,1.081602089,5.322877687,2.897942112,5.565764282,2.897942112,
0,924.3,0.079858378,0.039127798,2.356239364,1.521577291,5.338224696,2.896353779,5.495937859,2.896353779,
1,925.6,0.079884142,0.039132452,2.476384099,0.828035108,4.700867418,2.528039216,5.099310175,2.528039216,
0,926.8,0.079930486,0.039163257,2.192516308,1.311241122,5.037562947,2.934731287,6.080384809,2.934731287,
1,928.9,0.080007469,0.039239725,2.241845762,1.026504979,5.025210954,3.027369485,5.968389073,3.027369485,
0,929,0.080055352,0.039282879,1.806607941,0.87552855,4.79200891,2.632283567,5.538244733,2.632283567,
1,932.2,0.080262068,0.039391167,2.524043584,0.961692213,4.974264349,2.697551242,5.377291704,2.697551242,
0,934.4,0.080315517,0.039435095,1.949367064,1.100708762,4.796386504,2.540408717,5.785782693,2.540408717,
1,934.7,0.080372896,0.039457517,2.654699799,1.188555787,4.961655941,2.520602067,5.023818046,2.520602067,
0,936,0.080389631,0.039462602,2.12328933,0.999479519,4.454707989,2.509551877,5.393435136,2.509551877,
1,936.5,0.080399,0.039465936,2.023880159,1.134940488,4.597516374,2.765386432,5.992515475,2.765386432,
0,937.4,0.080403917,0.039466498,2.950298165,1.534579419,4.847390575,2.76900088,6.064602018,2.76900088,
1,940.1,0.080430546,0.039488573,2.746128506,1.643815889,5.215080716,2.746761683,5.509753055,2.746761683,
0,940.5,0.080457184,0.039505401,3.035409572,1.634055303,5.043422225,3.061637062,6.346712563,3.061637062,
1,942.6,0.080479576,0.039526195,2.808944806,1.376159539,4.885848002,2.800069891,6.025218362,2.800069891,
0,944,0.080494145,0.039539681,3.141225073,1.581235733,4.712372712,2.664835,5.161781287,2.664835,
1,944.9,0.080522883,0.039550788,2.599492065,1.547262476,5.399156761,3.028494011,5.660484665,3.028494011,
0,945,0.080580959,0.039602127,2.539876014,0.894384104,4.725717895,2.820104113,5.639267647,2.820104113,
1,947.2,0.080602714,0.039610168,3.211388644,1.631971553,4.9299489,2.569585488,5.651229129,2.569585488,
0,947.5,0.08061532,0.039611479,2.339394851,1.125862901,4.333899791,2.62417072,5.658322587,2.62417072,
1,948.4,0.080650477,0.03961426,1.990629379,1.039752668,5.111146129,2.794470452,5.853640082,2.794470452,
