id,Time,Channel 1,Channel 2,Channel 3,Channel 4
1,0.118746589,0.821,0.44075,0.7065,0.535125
0,0.118805616,0.8215,0.439125,0.70675,0.535
1,0.118864643,0.822,0.4375,0.707,0.534875
0,0.11892367,0.8225,0.435875,0.70725,0.53475
1,0.118982697,0.823,0.43425,0.7075,0.534625
0,0.119041724,0.8235,0.432625,0.70775,0.5345
1,0.119100751,0.824,0.431,0.708,0.534375
0,0.119159778,0.8245,0.429375,0.70825,0.53425
1,0.119218805,0.825,0.42775,0.7085,0.534125
0,0.119277832,0.8255,0.426125,0.70875,0.534
1,0.119336859,0.826,0.4245,0.709,0.533875
0,0.119395886,0.8265,0.422875,0.70925,0.53375
1,0.119454913,0.827,0.42125,0.7095,0.533625
0,0.11951394,0.8275,0.419625,0.70975,0.5335
1,0.119572967,0.828,0.418,0.71,0.533375
0,0.119631994,0.8285,0.416375,0.71025,0.53325
1,0.119691021,0.829,0.41475,0.7105,0.533125
0,0.119750048,0.8295,0.413125,0.71075,0.533
1,0.119809075,0.83,0.4115,0.711,0.532875
0,0.119868102,0.8305,0.409875,0.71125,0.53275
1,0.119927129,0.831,0.40825,0.7115,0.532625
0,0.119986156,0.8315,0.406625,0.71175,0.5325
1,0.120045183,0.832,0.405,0.712,0.532375
0,0.12010421,0.8325,0.403375,0.71225,0.53225
1,0.120163237,0.833,0.40175,0.7125,0.532125
0,0.120222264,0.8335,0.400125,0.71275,0.532
1,0.120281291,0.834,0.3985,0.713,0.531875
0,0.120340318,0.8345,0.396875,0.71325,0.53175
1,0.120399345,0.835,0.39525,0.7135,0.531625
0,0.120458372,0.8355,0.393625,0.71375,0.5315
1,0.120517399,0.836,0.392,0.714,0.531375
0,0.120576426,0.8365,0.390375,0.71425,0.53125
1,0.120635453,0.837,0.38875,0.7145,0.531125
0,0.12069448,0.8375,0.387125,0.71475,0.531
1,0.120753507,0.838,0.3855,0.715,0.530875
0,0.120812534,0.8385,0.383875,0.71525,0.53075
1,0.120871561,0.839,0.38225,0.7155,0.530625
0,0.120930588,0.8395,0.380625,0.71575,0.5305
1,0.120989615,0.84,0.379,0.716,0.530375
0,0.121048642,0.8405,0.377375,0.71625,0.53025
1,0.121107669,0.841,0.37575,0.7165,0.530125
0,0.121166696,0.8415,0.374125,0.71675,0.53
1,0.121225723,0.842,0.3725,0.717,0.529875
0,0.12128475,0.8425,0.370875,0.71725,0.52975
1,0.121343777,0.843,0.36925,0.7175,0.529625
0,0.121402804,0.8435,0.367625,0.71775,0.5295
1,0.121461831,0.844,0.366,0.718,0.529375
0,0.121520858,0.8445,0.364375,0.71825,0.52925
1,0.121579885,0.845,0.36275,0.7185,0.529125
0,0.121638912,0.8455,0.361125,0.71875,0.529
1,0.121697939,0.846,0.3595,0.719,0.528875
0,0.121756966,0.8465,0.357875,0.71925,0.52875
1,0.121815993,0.847,0.35625,0.7195,0.528625
0,0.12187502,0.8475,0.354625,0.71975,0.5285
1,0.121934047,0.848,0.353,0.72,0.528375
0,0.121993074,0.8485,0.351375,0.72025,0.52825
1,0.122052101,0.849,0.34975,0.7205,0.528125
0,0.122111128,0.8495,0.348125,0.72075,0.528
1,0.122170155,0.85,0.3465,0.721,0.527875
0,0.122229182,0.8505,0.344875,0.72125,0.52775
1,0.122288209,0.851,0.34325,0.7215,0.527625
0,0.122347236,0.8515,0.341625,0.72175,0.5275
1,0.122406263,0.852,0.34,0.722,0.527375
0,0.12246529,0.8525,0.338375,0.72225,0.52725
1,0.122524317,0.853,0.33675,0.7225,0.527125
0,0.122583344,0.8535,0.335125,0.72275,0.527
1,0.122642371,0.854,0.3335,0.723,0.526875
0,0.122701398,0.8545,0.331875,0.72325,0.52675
1,0.122760425,0.855,0.33025,0.7235,0.526625
0,0.122819452,0.8555,0.328625,0.72375,0.5265
1,0.122878479,0.856,0.327,0.724,0.526375
0,0.122937506,0.8565,0.325375,0.72425,0.52625
1,0.122996533,0.857,0.32375,0.7245,0.526125
0,0.12305556,0.8575,0.322125,0.72475,0.526
1,0.123114587,0.858,0.3205,0.725,0.525875
0,0.123173614,0.8585,0.318875,0.72525,0.52575
1,0.123232641,0.859,0.31725,0.7255,0.525625
0,0.123291668,0.8595,0.315625,0.72575,0.5255
1,0.123350695,0.86,0.314,0.726,0.525375
0,0.123409722,0.8605,0.312375,0.72625,0.52525
1,0.123468749,0.861,0.31075,0.7265,0.525125
0,0.123527776,0.8615,0.309125,0.72675,0.525
1,0.123586803,0.862,0.3075,0.727,0.524875
0,0.12364583,0.8625,0.305875,0.72725,0.52475
1,0.123704857,0.863,0.30425,0.7275,0.524625
0,0.123763884,0.8635,0.302625,0.72775,0.5245
1,0.123822911,0.864,0.301,0.728,0.524375
0,0.123881938,0.8645,0.299375,0.72825,0.52425
1,0.123940965,0.865,0.29775,0.7285,0.524125
0,0.123999992,0.8655,0.296125,0.72875,0.524
1,0.124059019,0.866,0.2945,0.729,0.523875
0,0.124118046,0.8665,0.292875,0.72925,0.52375
1,0.124177073,0.867,0.29125,0.7295,0.523625
0,0.1242361,0.8675,0.289625,0.72975,0.5235
1,0.124295127,0.868,0.288,0.73,0.523375
0,0.124354154,0.8685,0.286375,0.73025,0.52325
1,0.124413181,0.869,0.28475,0.7305,0.523125
0,0.124472208,0.8695,0.283125,0.73075,0.523
1,0.124531235,0.87,0.2815,0.731,0.522875
0,0.124590262,0.8705,0.279875,0.73125,0.52275
1,0.124649289,0.871,0.27825,0.7315,0.522625
0,0.124708316,0.8715,0.276625,0.73175,0.5225
1,0.124767343,0.872,0.275,0.732,0.522375
0,0.12482637,0.8725,0.273375,0.73225,0.52225
1,0.124885397,0.873,0.27175,0.7325,0.522125
0,0.124944424,0.8735,0.270125,0.73275,0.522
1,0.125003451,0.874,0.2685,0.733,0.521875
0,0.125062478,0.8745,0.266875,0.73325,0.52175
1,0.125121505,0.875,0.26525,0.7335,0.521625
0,0.125180532,0.8755,0.263625,0.73375,0.5215
1,0.125239559,0.876,0.262,0.734,0.521375
0,0.125298586,0.8765,0.260375,0.73425,0.52125
1,0.125357613,0.877,0.25875,0.7345,0.521125
0,0.12541664,0.8775,0.257125,0.73475,0.521
1,0.125475667,0.878,0.2555,0.735,0.520875
0,0.125534694,0.8785,0.253875,0.73525,0.52075
1,0.125593721,0.879,0.25225,0.7355,0.520625
0,0.125652748,0.8795,0.250625,0.73575,0.5205
1,0.125711775,0.88,0.249,0.736,0.520375
0,0.125770802,0.8805,0.247375,0.73625,0.52025
1,0.125829829,0.881,0.24575,0.7365,0.520125
0,0.125888856,0.8815,0.244125,0.73675,0.52
1,0.125947883,0.882,0.2425,0.737,0.519875
0,0.12600691,0.8825,0.240875,0.73725,0.51975
1,0.126065937,0.883,0.23925,0.7375,0.519625
0,0.126124964,0.8835,0.237625,0.73775,0.5195
1,0.126183991,0.884,0.236,0.738,0.519375
0,0.126243018,0.8845,0.234375,0.73825,0.51925
1,0.126302045,0.885,0.23275,0.7385,0.519125
0,0.126361072,0.8855,0.231125,0.73875,0.519
1,0.126420099,0.886,0.2295,0.739,0.518875
0,0.126479126,0.8865,0.227875,0.73925,0.51875
1,0.126538153,0.887,0.22625,0.7395,0.518625
0,0.12659718,0.8875,0.224625,0.73975,0.5185
1,0.126656207,0.888,0.223,0.74,0.518375
0,0.126715234,0.8885,0.221375,0.74025,0.51825
1,0.126774261,0.889,0.21975,0.7405,0.518125
0,0.126833288,0.8895,0.218125,0.74075,0.518
1,0.126892315,0.89,0.2165,0.741,0.517875
0,0.126951342,0.8905,0.214875,0.74125,0.51775
1,0.127010369,0.891,0.21325,0.7415,0.517625
0,0.127069396,0.8915,0.211625,0.74175,0.5175
1,0.127128423,0.892,0.21,0.742,0.517375
0,0.12718745,0.8925,0.208375,0.74225,0.51725
1,0.127246477,0.893,0.20675,0.7425,0.517125
0,0.127305504,0.8935,0.205125,0.74275,0.517
1,0.127364531,0.894,0.2035,0.743,0.516875
0,0.127423558,0.8945,0.201875,0.74325,0.51675
1,0.127482585,0.895,0.20025,0.7435,0.516625
0,0.127541612,0.8955,0.198625,0.74375,0.5165
1,0.127600639,0.896,0.197,0.744,0.516375
0,0.127659666,0.8965,0.195375,0.74425,0.51625
1,0.127718693,0.897,0.19375,0.7445,0.516125
0,0.12777772,0.8975,0.192125,0.74475,0.516
1,0.127836747,0.898,0.1905,0.745,0.515875
0,0.127895774,0.8985,0.188875,0.74525,0.51575
1,0.127954801,0.899,0.18725,0.7455,0.515625
0,0.128013828,0.8995,0.185625,0.74575,0.5155
1,0.128072855,0.9,0.184,0.746,0.515375
0,0.128131882,0.9005,0.182375,0.74625,0.51525
1,0.128190909,0.901,0.18075,0.7465,0.515125
0,0.128249936,0.9015,0.179125,0.74675,0.515
1,0.128308963,0.902,0.1775,0.747,0.514875
0,0.12836799,0.9025,0.175875,0.74725,0.51475
1,0.128427017,0.903,0.17425,0.7475,0.514625
0,0.128486044,0.9035,0.172625,0.74775,0.5145
1,0.128545071,0.904,0.171,0.748,0.514375
0,0.128604098,0.9045,0.169375,0.74825,0.51425
1,0.128663125,0.905,0.16775,0.7485,0.514125
0,0.128722152,0.9055,0.166125,0.74875,0.514
1,0.128781179,0.906,0.1645,0.749,0.513875
0,0.128840206,0.9065,0.162875,0.74925,0.51375
1,0.128899233,0.907,0.16125,0.7495,0.513625
0,0.12895826,0.9075,0.159625,0.74975,0.5135
1,0.129017287,0.908,0.158,0.75,0.513375
0,0.129076314,0.9085,0.156375,0.75025,0.51325
1,0.129135341,0.909,0.15475,0.7505,0.513125
0,0.129194368,0.9095,0.153125,0.75075,0.513
1,0.129253395,0.91,0.1515,0.751,0.512875
0,0.129312422,0.9105,0.149875,0.75125,0.51275
1,0.129371449,0.911,0.14825,0.7515,0.512625
0,0.129430476,0.9115,0.146625,0.75175,0.5125
1,0.129489503,0.912,0.145,0.752,0.512375
0,0.12954853,0.9125,0.143375,0.75225,0.51225
1,0.129607557,0.913,0.14175,0.7525,0.512125
0,0.129666584,0.9135,0.140125,0.75275,0.512
1,0.129725611,0.914,0.1385,0.753,0.511875
0,0.129784638,0.9145,0.136875,0.75325,0.51175
1,0.129843665,0.915,0.13525,0.7535,0.511625
0,0.129902692,0.9155,0.133625,0.75375,0.5115
1,0.129961719,0.916,0.132,0.754,0.511375
0,0.130020746,0.9165,0.130375,0.75425,0.51125
1,0.130079773,0.917,0.12875,0.7545,0.511125
0,0.1301388,0.9175,0.127125,0.75475,0.511
1,0.130197827,0.918,0.1255,0.755,0.510875
0,0.130256854,0.9185,0.123875,0.75525,0.51075
1,0.130315881,0.919,0.12225,0.7555,0.510625
0,0.130374908,0.9195,0.120625,0.75575,0.5105
1,0.130433935,0.92,0.119,0.756,0.510375
0,0.130492962,0.9205,0.117375,0.75625,0.51025
1,0.130551989,0.921,0.11575,0.7565,0.510125
0,0.130611016,0.9215,0.114125,0.75675,0.51
1,0.130670043,0.922,0.1125,0.757,0.509875
0,0.13072907,0.9225,0.110875,0.75725,0.50975
1,0.130788097,0.923,0.10925,0.7575,0.509625
0,0.130847124,0.9235,0.107625,0.75775,0.5095
1,0.130906151,0.924,0.106,0.758,0.509375
0,0.130965178,0.9245,0.104375,0.75825,0.50925
1,0.131024205,0.925,0.10275,0.7585,0.509125
0,0.131083232,0.9255,0.101125,0.75875,0.509
1,0.131142259,0.926,0.0995,0.759,0.508875
0,0.131201286,0.9265,0.097875,0.75925,0.50875
1,0.131260313,0.927,0.09625,0.7595,0.508625
0,0.13131934,0.9275,0.094625,0.75975,0.5085
1,0.131378367,0.928,0.093,0.76,0.508375
0,0.131437394,0.9285,0.091375,0.76025,0.50825
1,0.131496421,0.929,0.08975,0.7605,0.508125
0,0.131555448,0.9295,0.088125,0.76075,0.508
1,0.131614475,0.93,0.0865,0.761,0.507875
0,0.131673502,0.9305,0.084875,0.76125,0.50775
1,0.131732529,0.931,0.08325,0.7615,0.507625
0,0.131791556,0.9315,0.081625,0.76175,0.5075
1,0.131850583,0.932,0.08,0.762,0.507375
0,0.13190961,0.9325,0.078375,0.76225,0.50725
1,0.131968637,0.933,0.07675,0.7625,0.507125
0,0.132027664,0.9335,0.075125,0.76275,0.507
1,0.132086691,0.934,0.0735,0.763,0.506875
0,0.132145718,0.9345,0.071875,0.76325,0.50675
1,0.132204745,0.935,0.07025,0.7635,0.506625
0,0.132263772,0.9355,0.068625,0.76375,0.5065
1,0.132322799,0.936,0.067,0.764,0.506375
0,0.132381826,0.9365,0.065375,0.76425,0.50625
1,0.132440853,0.937,0.06375,0.7645,0.506125
0,0.13249988,0.9375,0.062125,0.76475,0.506
1,0.132558907,0.938,0.0605,0.765,0.505875
0,0.132617934,0.9385,0.058875,0.76525,0.50575
1,0.132676961,0.939,0.05725,0.7655,0.505625
0,0.132735988,0.9395,0.055625,0.76575,0.5055
1,0.132795015,0.94,0.054,0.766,0.505375
0,0.132854042,0.9405,0.052375,0.76625,0.50525
1,0.132913069,0.941,0.05075,0.7665,0.505125
0,0.132972096,0.9415,0.049125,0.76675,0.505
1,0.133031123,0.942,0.0475,0.767,0.504875
0,0.13309015,0.9425,0.045875,0.76725,0.50475
1,0.133149177,0.943,0.04425,0.7675,0.504625
0,0.133208204,0.9435,0.042625,0.76775,0.5045
1,0.133267231,0.944,0.041,0.768,0.504375
0,0.133326258,0.9445,0.039375,0.76825,0.50425
1,0.133385285,0.945,0.03775,0.7685,0.504125
0,0.133444312,0.9455,0.036125,0.76875,0.504
1,0.133503339,0.946,0.0345,0.769,0.503875
0,0.133562366,0.9465,0.032875,0.76925,0.50375
1,0.133621393,0.947,0.03125,0.7695,0.503625
0,0.13368042,0.9475,0.029625,0.76975,0.5035
1,0.133739447,0.948,0.028,0.77,0.503375
0,0.133798474,0.9485,0.026375,0.77025,0.50325
1,0.133857501,0.949,0.02475,0.7705,0.503125
0,0.133916528,0.9495,0.023125,0.77075,0.503
1,0.133975555,0.95,0.0215,0.771,0.502875
0,0.134034582,0.9505,0.019875,0.77125,0.50275
1,0.134093609,0.951,0.01825,0.7715,0.502625
0,0.134152636,0.9515,0.016625,0.77175,0.5025
1,0.134211663,0.952,0.015,0.772,0.502375
0,0.13427069,0.9525,0.013375,0.77225,0.50225
1,0.134329717,0.953,0.01175,0.7725,0.502125
0,0.134388744,0.9535,0.010125,0.77275,0.502
1,0.134447771,0.954,0.0085,0.773,0.501875
0,0.134506798,0.9545,0.006875,0.77325,0.50175
1,0.134565825,0.955,0.00525,0.7735,0.501625
0,0.134624852,0.9555,0.003625,0.77375,0.5015
1,0.134683879,0.956,0.002,0.774,0.501375
0,0.134742906,0.9565,0.000375,0.77425,0.50125
1,0.134801933,0.957,0.591875,0.7745,0.501125
0,0.13486096,0.9575,0.59025,0.77475,0.501
1,0.134919987,0.958,0.588625,0.775,0.500875
0,0.134979014,0.9585,0.587,0.77525,0.50075
1,0.135038041,0.959,0.585375,0.7755,0.500625
0,0.135097068,0.9595,0.58375,0.77575,0.5005
1,0.135156095,0.96,0.582125,0.776,0.500375
0,0.135215122,0.9605,0.5805,0.77625,0.50025
1,0.135274149,0.961,0.578875,0.7765,0.500125
0,0.135333176,0.9615,0.57725,0.77675,0.5
1,0.135392203,0.962,0.575625,0.777,0.499875
0,0.13545123,0.9625,0.574,0.77725,0.49975
1,0.135510257,0.963,0.572375,0.7775,0.499625
0,0.135569284,0.9635,0.57075,0.77775,0.4995
1,0.135628311,0.964,0.569125,0.778,0.499375
0,0.135687338,0.9645,0.5675,0.77825,0.49925
1,0.135746365,0.965,0.565875,0.7785,0.499125
0,0.135805392,0.9655,0.56425,0.77875,0.499
1,0.135864419,0.966,0.562625,0.779,0.498875
0,0.135923446,0.9665,0.561,0.77925,0.49875
1,0.135982473,0.967,0.559375,0.7795,0.498625
0,0.1360415,0.9675,0.55775,0.77975,0.4985
1,0.136100527,0.968,0.556125,0.78,0.498375
0,0.136159554,0.9685,0.5545,0.78025,0.49825
1,0.136218581,0.969,0.552875,0.7805,0.498125
0,0.136277608,0.9695,0.55125,0.78075,0.498
1,0.136336635,0.97,0.549625,0.781,0.497875
0,0.136395662,0.9705,0.548,0.78125,0.49775
1,0.136454689,0.971,0.546375,0.7815,0.497625
0,0.136513716,0.9715,0.54475,0.78175,0.4975
1,0.136572743,0.972,0.543125,0.782,0.497375
0,0.13663177,0.9725,0.5415,0.78225,0.49725
1,0.136690797,0.973,0.539875,0.7825,0.497125
0,0.136749824,0.9735,0.53825,0.78275,0.497
1,0.136808851,0.974,0.536625,0.783,0.496875
0,0.136867878,0.9745,0.535,0.78325,0.49675
1,0.136926905,0.975,0.533375,0.7835,0.496625
0,0.136985932,0.9755,0.53175,0.78375,0.4965
1,0.137044959,0.976,0.530125,0.784,0.496375
0,0.137103986,0.9765,0.5285,0.78425,0.49625
1,0.137163013,0.977,0.526875,0.7845,0.496125
0,0.13722204,0.9775,0.52525,0.78475,0.496
1,0.137281067,0.978,0.523625,0.785,0.495875
0,0.137340094,0.9785,0.522,0.78525,0.49575
1,0.137399121,0.979,0.520375,0.7855,0.495625
0,0.137458148,0.9795,0.51875,0.78575,0.4955
1,0.137517175,0.98,0.517125,0.786,0.495375
0,0.137576202,0.9805,0.5155,0.78625,0.49525
1,0.137635229,0.981,0.513875,0.7865,0.495125
0,0.137694256,0.9815,0.51225,0.78675,0.495
1,0.137753283,0.982,0.510625,0.787,0.494875
0,0.13781231,0.9825,0.509,0.78725,0.49475
1,0.137871337,0.983,0.507375,0.7875,0.494625
0,0.137930364,0.9835,0.50575,0.78775,0.4945
1,0.137989391,0.984,0.504125,0.788,0.494375
0,0.138048418,0.9845,0.5025,0.78825,0.49425
1,0.138107445,0.985,0.500875,0.7885,0.494125
0,0.138166472,0.9855,0.49925,0.78875,0.494
1,0.138225499,0.986,0.497625,0.789,0.493875
0,0.138284526,0.9865,0.496,0.78925,0.49375
1,0.138343553,0.987,0.494375,0.7895,0.493625
0,0.13840258,0.9875,0.49275,0.78975,0.4935
1,0.138461607,0.988,0.491125,0.79,0.493375
0,0.138520634,0.9885,0.4895,0.79025,0.49325
1,0.138579661,0.989,0.487875,0.7905,0.493125
0,0.138638688,0.9895,0.48625,0.79075,0.493
1,0.138697715,0.99,0.484625,0.791,0.492875
0,0.138756742,0.9905,0.483,0.79125,0.49275
1,0.138815769,0.991,0.481375,0.7915,0.492625
0,0.138874796,0.9915,0.47975,0.79175,0.4925
1,0.138933823,0.992,0.478125,0.792,0.492375
0,0.13899285,0.9925,0.4765,0.79225,0.49225
1,0.139051877,0.993,0.474875,0.7925,0.492125
0,0.139110904,0.9935,0.47325,0.79275,0.492
1,0.139169931,0.994,0.471625,0.793,0.491875
0,0.139228958,0.9945,0.47,0.79325,0.49175
1,0.139287985,0.995,0.468375,0.7935,0.491625
0,0.139347012,0.9955,0.46675,0.79375,0.4915
1,0.139406039,0.996,0.465125,0.794,0.491375
0,0.139465066,0.9965,0.4635,0.79425,0.49125
1,0.139524093,0.997,0.461875,0.7945,0.491125
0,0.13958312,0.9975,0.46025,0.79475,0.491
1,0.139642147,0.998,0.458625,0.795,0.490875
0,0.139701174,0.9985,0.457,0.79525,0.49075
1,0.139760201,0.999,0.455375,0.7955,0.490625
0,0.139819228,0.9995,0.45375,0.79575,0.4905
1,0.139878255,1,0.452125,0.796,0.490375
0,0.139937282,1.0005,0.4505,0.79625,0.49025
1,0.139996309,1.001,0.448875,0.7965,0.490125
0,0.140055336,1.0015,0.44725,0.79675,0.49
1,0.140114363,1.002,0.445625,0.797,0.489875
0,0.14017339,1.0025,0.444,0.79725,0.48975
1,0.140232417,1.003,0.442375,0.7975,0.489625
0,0.140291444,1.0035,0.44075,0.79775,0.4895
1,0.140350471,1.004,0.439125,0.798,0.489375
0,0.140409498,1.0045,0.4375,0.79825,0.48925
1,0.140468525,1.005,0.435875,0.7985,0.489125
0,0.140527552,1.0055,0.43425,0.79875,0.489
1,0.140586579,1.006,0.432625,0.799,0.488875
0,0.140645606,1.0065,0.431,0.79925,0.48875
1,0.140704633,1.007,0.429375,0.7995,0.488625
0,0.14076366,1.0075,0.42775,0.79975,0.4885
1,0.140822687,1.008,0.426125,0.8,0.488375
0,0.140881714,1.0085,0.4245,0.80025,0.48825
1,0.140940741,1.009,0.422875,0.8005,0.488125
0,0.140999768,1.0095,0.42125,0.80075,0.488
1,0.141058795,1.01,0.419625,0.801,0.487875
0,0.141117822,1.0105,0.418,0.80125,0.48775
1,0.141176849,1.011,0.416375,0.8015,0.487625
0,0.141235876,1.0115,0.41475,0.80175,0.4875
1,0.141294903,1.012,0.413125,0.802,0.487375
0,0.14135393,1.0125,0.4115,0.80225,0.48725
1,0.141412957,1.013,0.409875,0.8025,0.487125
0,0.141471984,1.0135,0.40825,0.80275,0.487
1,0.141531011,1.014,0.406625,0.803,0.486875
0,0.141590038,1.0145,0.405,0.80325,0.48675
1,0.141649065,1.015,0.403375,0.8035,0.486625
0,0.141708092,1.0155,0.40175,0.80375,0.4865
1,0.141767119,1.016,0.400125,0.804,0.486375
0,0.141826146,1.0165,0.3985,0.80425,0.48625
1,0.141885173,1.017,0.396875,0.8045,0.486125
0,0.1419442,1.0175,0.39525,0.80475,0.486
1,0.142003227,1.018,0.393625,0.805,0.485875
0,0.142062254,1.0185,0.392,0.80525,0.48575
1,0.142121281,1.019,0.390375,0.8055,0.485625
0,0.142180308,1.0195,0.38875,0.80575,0.4855
1,0.142239335,1.02,0.387125,0.806,0.485375
0,0.142298362,1.0205,0.3855,0.80625,0.48525
1,0.142357389,1.021,0.383875,0.8065,0.485125
0,0.142416416,1.0215,0.38225,0.80675,0.485
1,0.142475443,1.022,0.380625,0.807,0.484875
0,0.14253447,1.0225,0.379,0.80725,0.48475
1,0.142593497,1.023,0.377375,0.8075,0.484625
0,0.142652524,1.0235,0.37575,0.80775,0.4845
1,0.142711551,1.024,0.374125,0.808,0.484375
0,0.142770578,1.0245,0.3725,0.80825,0.48425
1,0.142829605,1.025,0.370875,0.8085,0.484125
0,0.142888632,1.0255,0.36925,0.80875,0.484
1,0.142947659,1.026,0.367625,0.809,0.483875
0,0.143006686,1.0265,0.366,0.80925,0.48375
1,0.143065713,1.027,0.364375,0.8095,0.483625
0,0.14312474,1.0275,0.36275,0.80975,0.4835
1,0.143183767,1.028,0.361125,0.81,0.483375
0,0.143242794,1.0285,0.3595,0.81025,0.48325
1,0.143301821,1.029,0.357875,0.8105,0.483125
0,0.143360848,1.0295,0.35625,0.81075,0.483
1,0.143419875,1.03,0.354625,0.811,0.482875
0,0.143478902,1.0305,0.353,0.81125,0.48275
1,0.143537929,1.031,0.351375,0.8115,0.482625
0,0.143596956,1.0315,0.34975,0.81175,0.4825
1,0.143655983,1.032,0.348125,0.812,0.482375
0,0.14371501,1.0325,0.3465,0.81225,0.48225
1,0.143774037,1.033,0.344875,0.8125,0.482125
0,0.143833064,1.0335,0.34325,0.81275,0.482
1,0.143892091,1.034,0.341625,0.813,0.481875
0,0.143951118,1.0345,0.34,0.81325,0.48175
1,0.144010145,1.035,0.338375,0.8135,0.481625
0,0.144069172,1.0355,0.33675,0.81375,0.4815
1,0.144128199,1.036,0.335125,0.814,0.481375
0,0.144187226,1.0365,0.3335,0.81425,0.48125
1,0.144246253,1.037,0.331875,0.8145,0.481125
0,0.14430528,1.0375,0.33025,0.81475,0.481
1,0.144364307,1.038,0.328625,0.815,0.480875
0,0.144423334,1.0385,0.327,0.81525,0.48075
1,0.144482361,1.039,0.325375,0.8155,0.480625
0,0.144541388,1.0395,0.32375,0.81575,0.4805
1,0.144600415,1.04,0.322125,0.816,0.480375
0,0.144659442,1.0405,0.3205,0.81625,0.48025
1,0.144718469,1.041,0.318875,0.8165,0.480125
0,0.144777496,1.0415,0.31725,0.81675,0.48
1,0.144836523,1.042,0.315625,0.817,0.479875
0,0.14489555,1.0425,0.314,0.81725,0.47975
1,0.144954577,1.043,0.312375,0.8175,0.479625
0,0.145013604,1.0435,0.31075,0.81775,0.4795
1,0.145072631,1.044,0.309125,0.818,0.479375
0,0.145131658,1.0445,0.3075,0.81825,0.47925
1,0.145190685,1.045,0.305875,0.8185,0.479125
0,0.145249712,1.0455,0.30425,0.81875,0.479
1,0.145308739,1.046,0.302625,0.819,0.478875
0,0.145367766,1.0465,0.301,0.81925,0.47875
1,0.145426793,1.047,0.299375,0.8195,0.478625
0,0.14548582,1.0475,0.29775,0.81975,0.4785
1,0.145544847,1.048,0.296125,0.82,0.478375
0,0.145603874,1.0485,0.2945,0.82025,0.47825
1,0.145662901,1.049,0.292875,0.8205,0.478125
0,0.145721928,1.0495,0.29125,0.82075,0.478
1,0.145780955,1.05,0.289625,0.821,0.477875
0,0.145839982,1.0505,0.288,0.82125,0.47775
1,0.145899009,1.051,0.286375,0.8215,0.477625
0,0.145958036,1.0515,0.28475,0.82175,0.4775
1,0.146017063,1.052,0.283125,0.822,0.477375
0,0.14607609,1.0525,0.2815,0.82225,0.47725
1,0.146135117,1.053,0.279875,0.8225,0.477125
0,0.146194144,1.0535,0.27825,0.82275,0.477
1,0.146253171,1.054,0.276625,0.823,0.476875
0,0.146312198,1.0545,0.275,0.82325,0.47675
1,0.146371225,1.055,0.273375,0.8235,0.476625
0,0.146430252,1.0555,0.27175,0.82375,0.4765
1,0.146489279,1.056,0.270125,0.824,0.476375
0,0.146548306,1.0565,0.2685,0.82425,0.47625
1,0.146607333,1.057,0.266875,0.8245,0.476125
0,0.14666636,1.0575,0.26525,0.82475,0.476
1,0.146725387,1.058,0.263625,0.825,0.475875
0,0.146784414,1.0585,0.262,0.82525,0.47575
1,0.146843441,1.059,0.260375,0.8255,0.475625
0,0.146902468,1.0595,0.25875,0.82575,0.4755
1,0.146961495,1.06,0.257125,0.826,0.475375
0,0.147020522,1.0605,0.2555,0.82625,0.47525
1,0.147079549,1.061,0.253875,0.8265,0.475125
0,0.147138576,1.0615,0.25225,0.82675,0.475
1,0.147197603,1.062,0.250625,0.827,0.474875
0,0.14725663,1.0625,0.249,0.82725,0.47475
1,0.147315657,1.063,0.247375,0.8275,0.474625
0,0.147374684,1.0635,0.24575,0.82775,0.4745
1,0.147433711,1.064,0.244125,0.828,0.474375
0,0.147492738,1.0645,0.2425,0.82825,0.47425
1,0.147551765,1.065,0.240875,0.8285,0.474125
0,0.147610792,1.0655,0.23925,0.82875,0.474
1,0.147669819,1.066,0.237625,0.829,0.473875
0,0.147728846,1.0665,0.236,0.82925,0.47375
1,0.147787873,1.067,0.234375,0.8295,0.473625
0,0.1478469,1.0675,0.23275,0.82975,0.4735
1,0.147905927,0.592,0.591875,0.592,0.592375
0,0.147964954,0.5925,0.59025,0.59225,0.59225
1,0.148023981,0.593,0.588625,0.5925,0.592125
0,0.148083008,0.5935,0.587,0.59275,0.592
1,0.148142035,0.594,0.585375,0.593,0.591875
0,0.148201062,0.5945,0.58375,0.59325,0.59175
1,0.148260089,0.595,0.582125,0.5935,0.591625
0,0.148319116,0.5955,0.5805,0.59375,0.5915
1,0.148378143,0.596,0.578875,0.594,0.591375
0,0.14843717,0.5965,0.57725,0.59425,0.59125
1,0.148496197,0.597,0.575625,0.5945,0.591125
0,0.148555224,0.5975,0.574,0.59475,0.591
1,0.148614251,0.598,0.572375,0.595,0.590875
0,0.148673278,0.5985,0.57075,0.59525,0.59075
1,0.148732305,0.599,0.569125,0.5955,0.590625
0,0.148791332,0.5995,0.5675,0.59575,0.5905
1,0.148850359,0.6,0.565875,0.596,0.590375
0,0.148909386,0.6005,0.56425,0.59625,0.59025
1,0.148968413,0.601,0.562625,0.5965,0.590125
0,0.14902744,0.6015,0.561,0.59675,0.59
1,0.149086467,0.602,0.559375,0.597,0.589875
0,0.149145494,0.6025,0.55775,0.59725,0.58975
1,0.149204521,0.603,0.556125,0.5975,0.589625
